Order_ID,Product_ID,Quantity,Discount
ORD01947,PROD0019,2,0.12
ORD00430,PROD0107,2,0.27
ORD01131,PROD0152,1,0.27
ORD00801,PROD0187,2,0.17
ORD00075,PROD0072,4,0.25
ORD02270,PROD0171,4,0.27
ORD00653,PROD0193,5,0.18
ORD01756,PROD0131,1,0.06
ORD00994,PROD0195,3,0.26
ORD04269,PROD0151,3,0.22
ORD04589,PROD0044,5,0.09
ORD00602,PROD0151,1,0.08
ORD04616,PROD0188,1,0.29
ORD01912,PROD0079,4,0.04
ORD01961,PROD0151,3,0.26
ORD03350,PROD0122,2,0.19
ORD04624,PROD0085,2,0.04
ORD03227,PROD0127,1,0.24
ORD02096,PROD0131,5,0.12
ORD04332,PROD0192,4,0.25
ORD02718,PROD0098,2,0.18
ORD01367,PROD0095,5,0.2
ORD01302,PROD0135,2,0.22
ORD00014,PROD0195,1,0.16
ORD01264,PROD0063,3,0.06
ORD03579,PROD0131,5,0.1
ORD04385,PROD0187,3,0.2
ORD03461,PROD0125,4,0.19
ORD04116,PROD0005,5,0.28
ORD02282,PROD0083,5,0.07
ORD02203,PROD0188,3,0.17
ORD04710,PROD0122,3,0.04
ORD01893,PROD0092,2,0.02
ORD03913,PROD0083,3,0.21
ORD02702,PROD0154,2,0.28
ORD04003,PROD0071,5,0.21
ORD02265,PROD0023,1,0.21
ORD02385,PROD0135,4,0.21
ORD01282,PROD0110,4,0.1
ORD00986,PROD0192,1,0.24
ORD04039,PROD0109,3,0.1
ORD02198,PROD0157,4,0.11
ORD02608,PROD0019,3,0.23
ORD03571,PROD0080,1,0.18
ORD03610,PROD0136,5,0.13
ORD00066,PROD0013,5,0.29
ORD02876,PROD0189,5,0.25
ORD00500,PROD0029,4,0.24
ORD00309,PROD0022,3,0.17
ORD01272,PROD0045,3,0.04
ORD04296,PROD0072,5,0.24
ORD01762,PROD0079,5,0.05
ORD03126,PROD0106,5,0.01
ORD04260,PROD0197,3,0.13
ORD00404,PROD0022,5,0.29
ORD02250,PROD0003,2,0.06
ORD02458,PROD0142,1,0.02
ORD02734,PROD0057,4,0.22
ORD03070,PROD0135,4,0.12
ORD03982,PROD0027,3,0.1
ORD02233,PROD0107,1,0.1
ORD04799,PROD0040,4,0.01
ORD03584,PROD0125,3,0.28
ORD03301,PROD0163,2,0.15
ORD00394,PROD0162,3,0.22
ORD03237,PROD0179,3,0.19
ORD00516,PROD0028,5,0.21
ORD04348,PROD0090,4,0.13
ORD01258,PROD0129,3,0.22
ORD01399,PROD0022,3,0.29
ORD01782,PROD0143,2,0.26
ORD04073,PROD0117,3,0.26
ORD04498,PROD0036,1,0.27
ORD03165,PROD0047,4,0.08
ORD04976,PROD0095,4,0.14
ORD04195,PROD0069,3,0.22
ORD00021,PROD0115,5,0.18
ORD00184,PROD0124,3,0.02
ORD04609,PROD0179,5,0.28
ORD04974,PROD0130,1,0.14
ORD03070,PROD0095,1,0.05
ORD02272,PROD0077,1,0.24
ORD04949,PROD0200,2,0.1
ORD00822,PROD0110,3,0.19
ORD01457,PROD0134,2,0.16
ORD02756,PROD0170,5,0.14
ORD03605,PROD0114,4,0.11
ORD02616,PROD0150,1,0.14
ORD02963,PROD0084,3,0.22
ORD02158,PROD0167,2,0.19
ORD02507,PROD0057,4,0.16
ORD04036,PROD0027,3,0.26
ORD04618,PROD0045,2,0.22
ORD04770,PROD0069,5,0.26
ORD00441,PROD0125,4,0.28
ORD01975,PROD0077,1,0.1
ORD02949,PROD0152,4,0.14
ORD00418,PROD0170,1,0.03
ORD02729,PROD0165,3,0.14
ORD01874,PROD0197,3,0.18
ORD02154,PROD0062,1,0.25
ORD02150,PROD0178,5,0.15
ORD01417,PROD0091,3,0.14
ORD04100,PROD0087,4,0.08
ORD01829,PROD0088,3,0.19
ORD03997,PROD0080,1,0.12
ORD02694,PROD0167,3,0.14
ORD02573,PROD0039,2,0.26
ORD04395,PROD0094,3,0.1
ORD00145,PROD0199,5,0.24
ORD02819,PROD0125,5,0.09
ORD03997,PROD0093,5,0.03
ORD03349,PROD0104,1,0.05
ORD04350,PROD0198,3,0.19
ORD00964,PROD0199,2,0.12
ORD01953,PROD0055,3,0.13
ORD02463,PROD0005,4,0.03
ORD03281,PROD0152,4,0.19
ORD00787,PROD0066,4,0.2
ORD04008,PROD0185,2,0.29
ORD01020,PROD0143,3,0.21
ORD04686,PROD0088,1,0.16
ORD01776,PROD0128,3,0.11
ORD03297,PROD0010,1,0.14
ORD01565,PROD0156,4,0.03
ORD00638,PROD0118,3,0.18
ORD00256,PROD0169,1,0.23
ORD03591,PROD0192,1,0.28
ORD03769,PROD0147,3,0.17
ORD04005,PROD0140,4,0.21
ORD01459,PROD0136,3,0.09
ORD00802,PROD0102,2,0.03
ORD02992,PROD0149,2,0.2
ORD04796,PROD0109,4,0.12
ORD02048,PROD0091,2,0.24
ORD03988,PROD0062,3,0.26
ORD02917,PROD0181,5,0.18
ORD00373,PROD0126,1,0.14
ORD01089,PROD0137,5,0.06
ORD00700,PROD0055,2,0.24
ORD00873,PROD0193,2,0.18
ORD00610,PROD0070,2,0.01
ORD03835,PROD0080,2,0.15
ORD02538,PROD0158,2,0.13
ORD01844,PROD0081,4,0.21
ORD04652,PROD0106,4,0.23
ORD00513,PROD0178,3,0.16
ORD00184,PROD0051,1,0.2
ORD03738,PROD0173,2,0.24
ORD03580,PROD0094,5,0.24
ORD03194,PROD0007,5,0.05
ORD02808,PROD0047,4,0.07
ORD03858,PROD0152,3,0.21
ORD00560,PROD0037,5,0.26
ORD04286,PROD0100,4,0.28
ORD00850,PROD0023,2,0.2
ORD01607,PROD0043,1,0.08
ORD01364,PROD0083,2,0.24
ORD00677,PROD0028,5,0.15
ORD04478,PROD0146,2,0.25
ORD02508,PROD0101,3,0.14
ORD02164,PROD0162,3,0.11
ORD03050,PROD0180,2,0.05
ORD02598,PROD0072,3,0.28
ORD00897,PROD0134,1,0.24
ORD04361,PROD0171,3,0.03
ORD03130,PROD0116,2,0.15
ORD00150,PROD0176,3,0.04
ORD01689,PROD0142,5,0.03
ORD04859,PROD0056,4,0.25
ORD03514,PROD0132,3,0.23
ORD04400,PROD0200,3,0.26
ORD00658,PROD0067,4,0.2
ORD01359,PROD0008,1,0.08
ORD04279,PROD0063,2,0.07
ORD02187,PROD0016,1,0.03
ORD03629,PROD0044,5,0.06
ORD03189,PROD0003,2,0.0
ORD03946,PROD0200,4,0.28
ORD03840,PROD0124,1,0.22
ORD00087,PROD0108,4,0.13
ORD04453,PROD0061,4,0.11
ORD04946,PROD0096,1,0.14
ORD03955,PROD0177,1,0.19
ORD01520,PROD0025,4,0.04
ORD02310,PROD0140,5,0.25
ORD03234,PROD0144,1,0.2
ORD00844,PROD0129,4,0.24
ORD01822,PROD0012,2,0.27
ORD01326,PROD0100,3,0.2
ORD03282,PROD0066,5,0.13
ORD02446,PROD0028,5,0.18
ORD03288,PROD0010,3,0.22
ORD01890,PROD0156,1,0.12
ORD02050,PROD0146,1,0.29
ORD03986,PROD0166,1,0.07
ORD01071,PROD0087,1,0.21
ORD04884,PROD0116,1,0.04
ORD00567,PROD0189,3,0.17
ORD00818,PROD0049,4,0.3
ORD01165,PROD0149,4,0.14
ORD00089,PROD0119,3,0.05
ORD02721,PROD0064,1,0.18
ORD03261,PROD0187,2,0.23
ORD02793,PROD0044,4,0.24
ORD01152,PROD0045,1,0.13
ORD00206,PROD0141,5,0.14
ORD02264,PROD0132,1,0.04
ORD04944,PROD0060,2,0.23
ORD03016,PROD0140,2,0.23
ORD02442,PROD0050,5,0.19
ORD00035,PROD0105,3,0.13
ORD02673,PROD0022,4,0.09
ORD02079,PROD0097,5,0.07
ORD02828,PROD0032,1,0.26
ORD00668,PROD0078,1,0.27
ORD00725,PROD0039,5,0.07
ORD00711,PROD0147,3,0.11
ORD04776,PROD0181,4,0.17
ORD00098,PROD0057,3,0.24
ORD04939,PROD0117,1,0.15
ORD04039,PROD0021,4,0.21
ORD01575,PROD0009,3,0.12
ORD03702,PROD0015,5,0.09
ORD01062,PROD0065,4,0.0
ORD00764,PROD0101,3,0.16
ORD01900,PROD0195,5,0.18
ORD01711,PROD0062,4,0.12
ORD02121,PROD0030,5,0.14
ORD03308,PROD0118,4,0.26
ORD03569,PROD0016,1,0.12
ORD01839,PROD0080,3,0.28
ORD04810,PROD0184,4,0.2
ORD01911,PROD0021,4,0.23
ORD00366,PROD0059,2,0.05
ORD04753,PROD0108,4,0.1
ORD04095,PROD0068,3,0.03
ORD00003,PROD0078,5,0.08
ORD04370,PROD0012,5,0.09
ORD03595,PROD0186,2,0.25
ORD04436,PROD0024,3,0.12
ORD02793,PROD0075,2,0.15
ORD03728,PROD0153,5,0.27
ORD02949,PROD0149,3,0.24
ORD03388,PROD0031,1,0.03
ORD03966,PROD0148,4,0.12
ORD03683,PROD0093,3,0.2
ORD02877,PROD0108,3,0.14
ORD04193,PROD0145,4,0.05
ORD03174,PROD0175,5,0.06
ORD04153,PROD0087,3,0.28
ORD00203,PROD0195,2,0.17
ORD04988,PROD0130,3,0.29
ORD03115,PROD0136,3,0.22
ORD00094,PROD0112,4,0.22
ORD04895,PROD0047,4,0.02
ORD04255,PROD0034,4,0.23
ORD03903,PROD0009,5,0.23
ORD03628,PROD0113,4,0.13
ORD03069,PROD0120,1,0.23
ORD01681,PROD0146,5,0.27
ORD03329,PROD0037,4,0.07
ORD03838,PROD0151,2,0.26
ORD03638,PROD0018,1,0.02
ORD03587,PROD0195,2,0.3
ORD01010,PROD0034,5,0.18
ORD01413,PROD0048,1,0.12
ORD01376,PROD0074,2,0.05
ORD01578,PROD0176,2,0.02
ORD01173,PROD0056,5,0.18
ORD01883,PROD0065,3,0.11
ORD03287,PROD0182,1,0.25
ORD03096,PROD0145,3,0.21
ORD00019,PROD0103,5,0.1
ORD01070,PROD0049,3,0.13
ORD03210,PROD0083,2,0.18
ORD00741,PROD0035,5,0.1
ORD03952,PROD0184,1,0.01
ORD03134,PROD0068,3,0.16
ORD04553,PROD0087,3,0.16
ORD02791,PROD0063,1,0.03
ORD04741,PROD0162,5,0.23
ORD02097,PROD0043,3,0.11
ORD02548,PROD0037,5,0.24
ORD02655,PROD0064,4,0.12
ORD02480,PROD0034,3,0.1
ORD00245,PROD0123,5,0.26
ORD03476,PROD0141,5,0.19
ORD03659,PROD0140,4,0.01
ORD01479,PROD0011,2,0.22
ORD01066,PROD0044,1,0.07
ORD00616,PROD0124,1,0.27
ORD00763,PROD0160,3,0.17
ORD03398,PROD0054,5,0.23
ORD01080,PROD0139,4,0.17
ORD03966,PROD0041,5,0.15
ORD00625,PROD0065,2,0.24
ORD04649,PROD0093,4,0.05
ORD00927,PROD0122,5,0.12
ORD02462,PROD0030,4,0.0
ORD01595,PROD0195,2,0.16
ORD04150,PROD0002,4,0.0
ORD02656,PROD0021,1,0.05
ORD03995,PROD0080,3,0.21
ORD01230,PROD0006,2,0.2
ORD00030,PROD0022,4,0.11
ORD03003,PROD0070,1,0.12
ORD04341,PROD0128,5,0.04
ORD00559,PROD0015,3,0.12
ORD01079,PROD0120,3,0.2
ORD00147,PROD0200,1,0.11
ORD03324,PROD0175,5,0.13
ORD02260,PROD0044,1,0.07
ORD03263,PROD0015,4,0.16
ORD02799,PROD0075,5,0.28
ORD01546,PROD0052,1,0.17
ORD03052,PROD0130,4,0.04
ORD01949,PROD0177,5,0.06
ORD04382,PROD0182,1,0.13
ORD00721,PROD0067,3,0.13
ORD04870,PROD0040,2,0.04
ORD03977,PROD0020,3,0.22
ORD04355,PROD0088,5,0.21
ORD03771,PROD0002,1,0.11
ORD00876,PROD0145,4,0.15
ORD03960,PROD0172,2,0.01
ORD01058,PROD0090,1,0.17
ORD00379,PROD0031,5,0.05
ORD02891,PROD0033,2,0.07
ORD01224,PROD0145,4,0.25
ORD02201,PROD0148,2,0.23
ORD04797,PROD0088,5,0.05
ORD00845,PROD0088,5,0.29
ORD03048,PROD0083,1,0.02
ORD01729,PROD0155,4,0.02
ORD04928,PROD0043,1,0.27
ORD03823,PROD0086,4,0.09
ORD00907,PROD0080,2,0.09
ORD03832,PROD0061,5,0.12
ORD03158,PROD0034,3,0.18
ORD04237,PROD0140,2,0.21
ORD01457,PROD0077,5,0.29
ORD03849,PROD0187,4,0.07
ORD03558,PROD0182,4,0.14
ORD02113,PROD0077,2,0.19
ORD01619,PROD0162,3,0.26
ORD03789,PROD0133,4,0.05
ORD03084,PROD0093,4,0.03
ORD03327,PROD0193,3,0.07
ORD04248,PROD0174,1,0.25
ORD04681,PROD0013,2,0.08
ORD04375,PROD0166,1,0.19
ORD01027,PROD0076,4,0.17
ORD03431,PROD0013,1,0.22
ORD04650,PROD0074,1,0.18
ORD03433,PROD0179,3,0.14
ORD03915,PROD0107,2,0.09
ORD01375,PROD0104,4,0.21
ORD01134,PROD0033,3,0.08
ORD01260,PROD0009,2,0.12
ORD04912,PROD0060,1,0.18
ORD00693,PROD0184,3,0.28
ORD00481,PROD0026,3,0.04
ORD01981,PROD0028,1,0.23
ORD01511,PROD0047,4,0.09
ORD00540,PROD0067,4,0.29
ORD02690,PROD0108,5,0.29
ORD00105,PROD0003,1,0.16
ORD01032,PROD0157,2,0.07
ORD02704,PROD0157,5,0.3
ORD02236,PROD0115,3,0.05
ORD04713,PROD0138,2,0.25
ORD02647,PROD0158,4,0.21
ORD03943,PROD0123,1,0.29
ORD02042,PROD0153,1,0.24
ORD01362,PROD0111,2,0.22
ORD03810,PROD0187,2,0.12
ORD00087,PROD0011,2,0.04
ORD04611,PROD0005,5,0.01
ORD00456,PROD0111,3,0.25
ORD03331,PROD0018,3,0.09
ORD03700,PROD0129,4,0.07
ORD02662,PROD0082,3,0.2
ORD00431,PROD0183,3,0.05
ORD02037,PROD0032,4,0.19
ORD04905,PROD0037,1,0.22
ORD03629,PROD0094,3,0.28
ORD01841,PROD0160,2,0.09
ORD01894,PROD0176,5,0.12
ORD00158,PROD0071,3,0.26
ORD04833,PROD0047,3,0.05
ORD03841,PROD0143,2,0.1
ORD01624,PROD0064,5,0.03
ORD01814,PROD0064,1,0.28
ORD01905,PROD0071,3,0.07
ORD01706,PROD0013,2,0.3
ORD03467,PROD0080,1,0.25
ORD01250,PROD0076,4,0.28
ORD00178,PROD0163,5,0.16
ORD01564,PROD0183,4,0.05
ORD01981,PROD0059,3,0.01
ORD00595,PROD0103,1,0.04
ORD01082,PROD0084,1,0.25
ORD03994,PROD0182,1,0.11
ORD02921,PROD0084,5,0.26
ORD00444,PROD0151,3,0.19
ORD00429,PROD0070,2,0.05
ORD02451,PROD0088,4,0.09
ORD00645,PROD0152,5,0.05
ORD03050,PROD0023,2,0.1
ORD04184,PROD0010,4,0.23
ORD00618,PROD0151,1,0.25
ORD02829,PROD0006,3,0.21
ORD01829,PROD0187,3,0.18
ORD02081,PROD0196,1,0.18
ORD03854,PROD0029,3,0.21
ORD02573,PROD0092,4,0.28
ORD03214,PROD0111,2,0.05
ORD04219,PROD0162,2,0.29
ORD03356,PROD0063,1,0.25
ORD03528,PROD0031,4,0.04
ORD00610,PROD0172,5,0.2
ORD03544,PROD0061,3,0.04
ORD00007,PROD0118,4,0.28
ORD02562,PROD0011,3,0.05
ORD02576,PROD0156,5,0.2
ORD04104,PROD0092,4,0.18
ORD03774,PROD0020,3,0.06
ORD01768,PROD0178,4,0.01
ORD04139,PROD0011,5,0.01
ORD00362,PROD0021,3,0.23
ORD03421,PROD0188,1,0.25
ORD01774,PROD0154,2,0.15
ORD04207,PROD0135,5,0.17
ORD04407,PROD0153,2,0.01
ORD03201,PROD0169,1,0.12
ORD01992,PROD0143,5,0.03
ORD04164,PROD0122,5,0.22
ORD00726,PROD0136,3,0.28
ORD04882,PROD0012,3,0.19
ORD04844,PROD0098,3,0.3
ORD04562,PROD0138,2,0.11
ORD01443,PROD0135,1,0.0
ORD01279,PROD0183,4,0.05
ORD00015,PROD0186,5,0.03
ORD02379,PROD0115,2,0.19
ORD03753,PROD0054,3,0.13
ORD00146,PROD0120,5,0.07
ORD00236,PROD0137,2,0.01
ORD03280,PROD0155,4,0.29
ORD04264,PROD0195,5,0.18
ORD04667,PROD0096,1,0.19
ORD02840,PROD0073,5,0.16
ORD03373,PROD0119,1,0.08
ORD03939,PROD0068,5,0.01
ORD03562,PROD0098,5,0.15
ORD03424,PROD0116,3,0.02
ORD04598,PROD0087,4,0.27
ORD00689,PROD0109,3,0.11
ORD00373,PROD0090,5,0.24
ORD03295,PROD0054,3,0.07
ORD00733,PROD0129,1,0.27
ORD03596,PROD0054,5,0.28
ORD00134,PROD0185,1,0.04
ORD04336,PROD0089,4,0.1
ORD01753,PROD0062,4,0.21
ORD03950,PROD0062,1,0.2
ORD00815,PROD0097,4,0.21
ORD03941,PROD0028,5,0.23
ORD03406,PROD0028,3,0.08
ORD03937,PROD0173,2,0.0
ORD00848,PROD0037,3,0.2
ORD01135,PROD0096,3,0.1
ORD00195,PROD0169,1,0.3
ORD02424,PROD0152,1,0.15
ORD00299,PROD0171,5,0.18
ORD04511,PROD0054,5,0.25
ORD03289,PROD0162,4,0.07
ORD04178,PROD0123,2,0.09
ORD00798,PROD0101,2,0.0
ORD02311,PROD0064,5,0.07
ORD00487,PROD0008,1,0.17
ORD02385,PROD0058,3,0.05
ORD02517,PROD0159,2,0.3
ORD04029,PROD0178,3,0.03
ORD04655,PROD0145,4,0.09
ORD02224,PROD0106,4,0.05
ORD04068,PROD0178,2,0.11
ORD04276,PROD0156,4,0.05
ORD02760,PROD0040,4,0.23
ORD03312,PROD0015,1,0.05
ORD02047,PROD0010,2,0.07
ORD02351,PROD0010,3,0.11
ORD03835,PROD0116,1,0.06
ORD00646,PROD0169,3,0.16
ORD00357,PROD0068,1,0.28
ORD01360,PROD0198,5,0.26
ORD00099,PROD0087,1,0.12
ORD03534,PROD0012,5,0.24
ORD01473,PROD0056,5,0.04
ORD04319,PROD0142,3,0.23
ORD03981,PROD0163,5,0.01
ORD04562,PROD0098,2,0.12
ORD02674,PROD0036,4,0.12
ORD02646,PROD0142,3,0.09
ORD01273,PROD0004,2,0.05
ORD02127,PROD0178,5,0.04
ORD04397,PROD0140,4,0.06
ORD00578,PROD0063,4,0.07
ORD00630,PROD0077,3,0.01
ORD00604,PROD0029,5,0.01
ORD01250,PROD0098,4,0.19
ORD00998,PROD0068,1,0.18
ORD02037,PROD0172,5,0.12
ORD03140,PROD0022,1,0.08
ORD00758,PROD0129,5,0.25
ORD01017,PROD0027,5,0.24
ORD01026,PROD0188,3,0.25
ORD03100,PROD0169,5,0.04
ORD02489,PROD0186,4,0.12
ORD04524,PROD0172,2,0.09
ORD00371,PROD0057,3,0.02
ORD00764,PROD0051,1,0.15
ORD00909,PROD0144,1,0.09
ORD02801,PROD0022,2,0.05
ORD00949,PROD0114,5,0.2
ORD02538,PROD0080,4,0.01
ORD02959,PROD0107,1,0.17
ORD02252,PROD0013,4,0.14
ORD02425,PROD0170,5,0.14
ORD01743,PROD0018,1,0.06
ORD02152,PROD0091,4,0.08
ORD03882,PROD0033,2,0.14
ORD03870,PROD0154,3,0.24
ORD03728,PROD0186,3,0.01
ORD01760,PROD0116,3,0.08
ORD04757,PROD0158,5,0.13
ORD04951,PROD0059,2,0.18
ORD01874,PROD0101,5,0.09
ORD01523,PROD0162,4,0.29
ORD00581,PROD0002,4,0.01
ORD01375,PROD0110,4,0.11
ORD00536,PROD0180,5,0.01
ORD04006,PROD0102,2,0.03
ORD00297,PROD0021,1,0.3
ORD04937,PROD0104,3,0.09
ORD00776,PROD0043,3,0.07
ORD00307,PROD0100,3,0.01
ORD02302,PROD0113,3,0.29
ORD03277,PROD0119,5,0.09
ORD04600,PROD0097,5,0.24
ORD04841,PROD0070,5,0.08
ORD00569,PROD0120,1,0.27
ORD02019,PROD0104,1,0.01
ORD00439,PROD0117,4,0.0
ORD00589,PROD0114,4,0.28
ORD01818,PROD0168,4,0.09
ORD02540,PROD0153,2,0.24
ORD00303,PROD0114,5,0.03
ORD00606,PROD0114,1,0.17
ORD03467,PROD0014,1,0.08
ORD00194,PROD0044,1,0.08
ORD02407,PROD0023,3,0.1
ORD04849,PROD0109,4,0.08
ORD01904,PROD0060,5,0.09
ORD04626,PROD0187,4,0.3
ORD02806,PROD0096,2,0.07
ORD00893,PROD0123,1,0.25
ORD01919,PROD0093,2,0.27
ORD00454,PROD0080,5,0.21
ORD04798,PROD0150,2,0.12
ORD03312,PROD0090,2,0.22
ORD00915,PROD0190,5,0.14
ORD03739,PROD0061,1,0.3
ORD01774,PROD0146,3,0.23
ORD01268,PROD0070,5,0.15
ORD01248,PROD0051,5,0.25
ORD04310,PROD0097,3,0.29
ORD01996,PROD0160,2,0.26
ORD03179,PROD0142,4,0.2
ORD02137,PROD0180,1,0.3
ORD01978,PROD0071,5,0.06
ORD01019,PROD0196,4,0.28
ORD03200,PROD0113,1,0.13
ORD02993,PROD0094,5,0.19
ORD03914,PROD0059,3,0.14
ORD01027,PROD0031,1,0.12
ORD02778,PROD0007,4,0.21
ORD04813,PROD0143,5,0.06
ORD03040,PROD0193,3,0.12
ORD03283,PROD0054,5,0.16
ORD04883,PROD0115,1,0.03
ORD02425,PROD0170,3,0.11
ORD00041,PROD0060,5,0.22
ORD02053,PROD0170,2,0.14
ORD00812,PROD0186,5,0.3
ORD03257,PROD0192,5,0.29
ORD02967,PROD0083,2,0.18
ORD00449,PROD0085,1,0.19
ORD01423,PROD0100,1,0.0
ORD00658,PROD0029,1,0.02
ORD02677,PROD0109,1,0.12
ORD04796,PROD0118,2,0.17
ORD02068,PROD0198,5,0.19
ORD00671,PROD0036,1,0.26
ORD00010,PROD0013,5,0.15
ORD01583,PROD0136,3,0.2
ORD03076,PROD0147,5,0.02
ORD04594,PROD0104,4,0.04
ORD01787,PROD0019,1,0.08
ORD02150,PROD0136,1,0.15
ORD03820,PROD0161,2,0.19
ORD03381,PROD0093,3,0.22
ORD00576,PROD0156,2,0.04
ORD00589,PROD0198,5,0.16
ORD01145,PROD0006,4,0.06
ORD00669,PROD0135,4,0.25
ORD00996,PROD0124,4,0.02
ORD01830,PROD0008,2,0.06
ORD02145,PROD0196,1,0.21
ORD03575,PROD0156,2,0.13
ORD01551,PROD0082,5,0.18
ORD03391,PROD0119,4,0.08
ORD01998,PROD0038,2,0.23
ORD00555,PROD0183,5,0.22
ORD01472,PROD0088,2,0.24
ORD04372,PROD0039,4,0.24
ORD00834,PROD0045,4,0.27
ORD01970,PROD0119,5,0.08
ORD04651,PROD0083,2,0.28
ORD02565,PROD0048,5,0.12
ORD02108,PROD0067,3,0.21
ORD02281,PROD0195,2,0.24
ORD03517,PROD0197,5,0.13
ORD00926,PROD0030,1,0.09
ORD01824,PROD0057,1,0.13
ORD00200,PROD0155,5,0.01
ORD04604,PROD0128,4,0.03
ORD02736,PROD0082,3,0.18
ORD00458,PROD0198,4,0.21
ORD01368,PROD0200,4,0.16
ORD04996,PROD0014,2,0.28
ORD04728,PROD0026,2,0.0
ORD02183,PROD0100,2,0.14
ORD00953,PROD0106,2,0.27
ORD03251,PROD0102,1,0.06
ORD01559,PROD0083,5,0.09
ORD04385,PROD0002,2,0.19
ORD02824,PROD0169,5,0.18
ORD04012,PROD0120,2,0.22
ORD04680,PROD0051,5,0.25
ORD04005,PROD0149,3,0.23
ORD00553,PROD0145,2,0.08
ORD03699,PROD0069,1,0.02
ORD03928,PROD0173,2,0.3
ORD03736,PROD0004,2,0.21
ORD03488,PROD0038,3,0.12
ORD03794,PROD0111,1,0.03
ORD02989,PROD0143,3,0.22
ORD01314,PROD0053,2,0.01
ORD00119,PROD0140,1,0.11
ORD02042,PROD0009,5,0.21
ORD04736,PROD0043,3,0.3
ORD04577,PROD0036,5,0.14
ORD01404,PROD0029,1,0.27
ORD04274,PROD0135,2,0.02
ORD03616,PROD0059,4,0.29
ORD02381,PROD0140,3,0.04
ORD00022,PROD0121,2,0.0
ORD03680,PROD0006,5,0.09
ORD04463,PROD0121,3,0.25
ORD00569,PROD0112,2,0.15
ORD03522,PROD0196,2,0.19
ORD02673,PROD0017,2,0.19
ORD02681,PROD0091,3,0.03
ORD00160,PROD0005,3,0.27
ORD00266,PROD0132,1,0.19
ORD04406,PROD0197,3,0.21
ORD01056,PROD0110,2,0.06
ORD00391,PROD0004,2,0.13
ORD03702,PROD0035,2,0.07
ORD00314,PROD0040,5,0.07
ORD01560,PROD0172,3,0.2
ORD02250,PROD0051,4,0.1
ORD01677,PROD0148,1,0.29
ORD04696,PROD0037,5,0.01
ORD04966,PROD0029,4,0.21
ORD01812,PROD0032,4,0.25
ORD03493,PROD0157,4,0.25
ORD03861,PROD0187,3,0.0
ORD01691,PROD0001,3,0.11
ORD02071,PROD0017,1,0.12
ORD03571,PROD0101,3,0.17
ORD00036,PROD0008,5,0.09
ORD02714,PROD0142,1,0.03
ORD00779,PROD0126,4,0.09
ORD04753,PROD0106,2,0.15
ORD04804,PROD0034,3,0.03
ORD02939,PROD0002,3,0.25
ORD04996,PROD0105,5,0.17
ORD03406,PROD0026,2,0.04
ORD01331,PROD0182,3,0.11
ORD02004,PROD0179,2,0.04
ORD04528,PROD0013,3,0.15
ORD04492,PROD0050,4,0.19
ORD02492,PROD0061,3,0.28
ORD00470,PROD0180,3,0.15
ORD03315,PROD0045,3,0.22
ORD01626,PROD0153,3,0.01
ORD00873,PROD0023,1,0.27
ORD01304,PROD0084,3,0.15
ORD03567,PROD0047,4,0.13
ORD04451,PROD0142,5,0.05
ORD00331,PROD0057,1,0.29
ORD02264,PROD0137,5,0.01
ORD01950,PROD0006,3,0.27
ORD02939,PROD0137,5,0.0
ORD04858,PROD0121,1,0.25
ORD03538,PROD0018,3,0.25
ORD01076,PROD0046,5,0.3
ORD01804,PROD0095,3,0.29
ORD02417,PROD0170,3,0.18
ORD01484,PROD0012,3,0.22
ORD02889,PROD0145,4,0.13
ORD03645,PROD0127,5,0.18
ORD00724,PROD0028,2,0.24
ORD04854,PROD0141,2,0.01
ORD02503,PROD0195,3,0.14
ORD01170,PROD0114,3,0.1
ORD00853,PROD0023,4,0.0
ORD04670,PROD0092,5,0.17
ORD00320,PROD0194,1,0.26
ORD01376,PROD0047,1,0.23
ORD01651,PROD0098,5,0.18
ORD03080,PROD0016,1,0.27
ORD01604,PROD0070,4,0.13
ORD00577,PROD0034,5,0.19
ORD04229,PROD0151,5,0.22
ORD00058,PROD0176,4,0.08
ORD00867,PROD0190,1,0.22
ORD04688,PROD0155,4,0.17
ORD04870,PROD0033,4,0.03
ORD02690,PROD0179,4,0.28
ORD01805,PROD0055,5,0.2
ORD04432,PROD0133,3,0.26
ORD01193,PROD0132,3,0.22
ORD04595,PROD0158,5,0.12
ORD00860,PROD0140,3,0.23
ORD04714,PROD0120,4,0.21
ORD00420,PROD0183,5,0.0
ORD00034,PROD0121,2,0.15
ORD02332,PROD0158,5,0.29
ORD02435,PROD0071,3,0.14
ORD02070,PROD0080,3,0.03
ORD00355,PROD0116,4,0.17
ORD01396,PROD0191,4,0.04
ORD02813,PROD0073,2,0.09
ORD03703,PROD0091,5,0.03
ORD03204,PROD0008,3,0.07
ORD04750,PROD0167,5,0.06
ORD04225,PROD0085,5,0.22
ORD03786,PROD0156,5,0.29
ORD02981,PROD0130,3,0.14
ORD01827,PROD0173,4,0.1
ORD04524,PROD0019,4,0.14
ORD02535,PROD0056,3,0.2
ORD04005,PROD0178,2,0.02
ORD03628,PROD0167,1,0.24
ORD03818,PROD0120,4,0.03
ORD01584,PROD0081,1,0.19
ORD00022,PROD0126,5,0.16
ORD03178,PROD0150,2,0.04
ORD01617,PROD0184,5,0.1
ORD00112,PROD0061,2,0.12
ORD04816,PROD0155,3,0.04
ORD04542,PROD0086,1,0.22
