Order_ID,Delivery_Date,Delivery_Status,Shipping_Cost
ORD01400,2024-11-22,Delivered,101.4
ORD01401,2025-04-28,Delivered,155.27
ORD01402,,N/A,47.61
ORD01403,2024-12-05,Delivered,194.09
ORD01404,2025-05-10,Delivered,93.71
ORD01405,2024-07-23,Delivered,113.49
ORD01406,2024-07-09,Delivered,144.54
ORD01407,,N/A,102.24
ORD01408,,N/A,113.69
ORD01409,2025-04-04,Delivered,33.98
ORD01410,,N/A,54.0
ORD01411,2025-04-13,Delivered,150.11
ORD01412,2024-10-03,Delivered,144.45
ORD01413,2025-01-28,Delivered,186.36
ORD01414,,N/A,22.57
ORD01415,2024-10-10,Delivered,153.85
ORD01416,,N/A,119.64
ORD01417,2024-08-08,Delivered,147.88
ORD01418,2024-11-17,Delivered,33.49
ORD01419,2025-05-09,Delivered,20.42
ORD01420,2024-11-15,Delivered,112.65
ORD01421,2024-09-02,Delivered,74.8
ORD01422,2024-10-25,Delivered,150.27
ORD01423,,N/A,158.77
ORD01424,2025-03-10,Delivered,142.76
ORD01425,,N/A,139.78
ORD01426,,N/A,111.14
ORD01427,,N/A,38.64
ORD01428,2024-10-23,Delivered,142.11
ORD01429,,N/A,49.77
ORD01430,2024-11-04,Delivered,179.14
ORD01431,2024-07-06,Delivered,46.3
ORD01432,2025-04-09,Delivered,97.65
ORD01433,,N/A,68.88
ORD01434,2024-07-22,Delivered,188.62
ORD01435,,N/A,139.37
ORD01436,2025-05-22,Delivered,100.18
ORD01437,2025-03-19,Delivered,184.05
ORD01438,2024-12-20,Delivered,130.19
ORD01439,,N/A,139.04
ORD01440,,N/A,41.81
ORD01441,2025-05-08,Delivered,125.99
ORD01442,,N/A,39.42
ORD01443,2024-10-25,Delivered,39.73
ORD01444,2025-04-24,Delivered,179.27
ORD01445,2025-04-20,Delivered,112.72
ORD01446,2025-05-23,Delivered,48.36
ORD01447,2025-02-24,Delivered,127.8
ORD01448,2025-03-02,Delivered,187.05
ORD01449,2025-03-15,Delivered,187.66
ORD01450,2025-04-19,Delivered,166.41
ORD01451,2024-10-14,Delivered,42.22
ORD01452,,N/A,167.2
ORD01453,2025-05-25,Delivered,199.32
ORD01454,2024-07-29,Delivered,112.93
ORD01455,,N/A,185.04
ORD01456,2024-07-15,Delivered,20.33
ORD01457,2025-04-25,Delivered,49.65
ORD01458,2024-11-17,Delivered,59.47
ORD01459,2024-10-09,Delivered,42.06
ORD01460,2025-03-24,Delivered,124.35
ORD01461,,N/A,88.68
ORD01462,2025-02-03,Delivered,132.62
ORD01463,2024-07-30,Delivered,137.1
ORD01464,,N/A,183.02
ORD01465,2024-12-30,Delivered,59.85
ORD01466,2024-12-14,Delivered,89.88
ORD01467,2024-07-17,Delivered,37.9
ORD01468,,N/A,63.35
ORD01469,2025-04-08,Delivered,90.75
ORD01470,,N/A,50.58
ORD01471,2024-08-14,Delivered,24.07
ORD01472,2025-06-06,Delivered,67.49
ORD01473,2024-09-19,Delivered,76.48
ORD01474,2024-07-30,Delivered,112.24
ORD01475,2025-05-12,Delivered,81.69
ORD01476,2025-01-03,Delivered,21.33
ORD01477,,N/A,157.39
ORD01478,2024-10-02,Delivered,49.13
ORD01479,2025-04-17,Delivered,98.48
ORD01480,2025-01-24,Delivered,91.51
ORD01481,2024-10-22,Delivered,191.47
ORD01482,,N/A,108.53
ORD01483,2024-09-14,Delivered,24.73
ORD01484,2025-02-16,Delivered,108.28
ORD01485,2024-10-24,Delivered,71.6
ORD01486,2024-09-15,Delivered,191.62
ORD01487,2024-10-29,Delivered,124.94
ORD01488,,N/A,184.94
ORD01489,,N/A,184.38
ORD01490,2025-02-10,Delivered,182.93
ORD01491,2025-04-20,Delivered,154.59
ORD01492,,N/A,154.92
ORD01493,,N/A,35.13
ORD01494,2025-03-07,Delivered,80.51
ORD01495,2025-04-09,Delivered,76.16
ORD01496,,N/A,84.31
ORD01497,2024-12-12,Delivered,50.14
ORD01498,2025-01-07,Delivered,66.08
ORD01499,2025-02-12,Delivered,45.3
ORD01500,2024-11-01,Delivered,107.1
ORD01501,2025-05-12,Delivered,119.3
ORD01502,,N/A,45.48
ORD01503,2024-11-22,Delivered,106.32
ORD01504,2024-11-10,Delivered,121.97
ORD01505,2025-06-11,Delivered,139.37
ORD01506,,N/A,24.05
ORD01507,,N/A,47.88
ORD01508,2025-05-08,Delivered,135.84
ORD01509,,N/A,102.61
ORD01510,2024-09-18,Delivered,89.11
ORD01511,2025-01-26,Delivered,137.68
ORD01512,,N/A,63.91
ORD01513,2025-03-19,Delivered,46.21
ORD01514,,N/A,76.23
ORD01515,,N/A,80.41
ORD01516,2024-07-16,Delivered,112.82
ORD01517,2024-12-31,Delivered,197.76
ORD01518,,N/A,63.96
ORD01519,2025-01-05,Delivered,85.32
ORD01520,,N/A,157.17
ORD01521,2024-10-04,Delivered,44.69
ORD01522,2024-12-23,Delivered,60.88
ORD01523,2025-06-11,Delivered,30.88
ORD01524,2024-10-09,Delivered,70.51
ORD01525,2025-05-13,Delivered,59.53
ORD01526,2024-12-31,Delivered,40.8
ORD01527,2025-03-24,Delivered,31.86
ORD01528,2024-10-15,Delivered,74.43
ORD01529,,N/A,75.34
ORD01530,2024-08-09,Delivered,70.76
ORD01531,2024-09-26,Delivered,135.59
ORD01532,,N/A,110.39
ORD01533,2025-05-07,Delivered,193.61
ORD01534,2024-09-10,Delivered,80.45
ORD01535,2025-04-19,Delivered,153.02
ORD01536,2024-10-27,Delivered,193.84
ORD01537,,N/A,24.24
ORD01538,2024-06-18,Delivered,96.94
ORD01539,2024-06-27,Delivered,121.41
ORD01540,2024-08-29,Delivered,132.13
ORD01541,,N/A,137.09
ORD01542,2025-03-25,Delivered,188.58
ORD01543,2025-01-19,Delivered,83.28
ORD01544,2024-12-25,Delivered,136.63
ORD01545,,N/A,75.03
ORD01546,2024-12-14,Delivered,58.1
ORD01547,2025-03-30,Delivered,173.73
ORD01548,2024-10-22,Delivered,161.53
ORD01549,2024-08-21,Delivered,101.31
ORD01550,2024-08-24,Delivered,147.18
ORD01551,2024-11-13,Delivered,59.2
ORD01552,2024-08-31,Delivered,111.09
ORD01553,,N/A,190.2
ORD01554,,N/A,99.72
ORD01555,2025-05-23,Delivered,130.87
ORD01556,2025-02-24,Delivered,109.84
ORD01557,,N/A,28.59
ORD01558,2024-06-23,Delivered,134.3
ORD01559,2024-09-06,Delivered,28.19
ORD01560,2024-12-14,Delivered,45.93
ORD01561,,N/A,171.81
ORD01562,2024-07-20,Delivered,166.62
ORD01563,2025-03-01,Delivered,151.8
ORD01564,2024-08-28,Delivered,43.15
ORD01565,2025-04-04,Delivered,187.75
ORD01566,,N/A,150.5
ORD01567,2024-09-12,Delivered,136.81
ORD01568,2024-07-13,Delivered,57.84
ORD01569,2025-04-20,Delivered,35.43
ORD01570,,N/A,74.82
ORD01571,2024-07-14,Delivered,40.11
ORD01572,2025-01-10,Delivered,97.65
ORD01573,2025-04-29,Delivered,152.96
ORD01574,2024-10-15,Delivered,75.33
ORD01575,2025-04-28,Delivered,184.02
ORD01576,,N/A,94.4
ORD01577,,N/A,107.58
ORD01578,2024-06-22,Delivered,40.61
ORD01579,2025-03-10,Delivered,165.28
ORD01580,,N/A,124.41
ORD01581,2025-04-01,Delivered,162.53
ORD01582,2025-05-23,Delivered,86.61
ORD01583,2025-01-10,Delivered,182.47
ORD01584,,N/A,43.11
ORD01585,,N/A,124.92
ORD01586,2024-12-25,Delivered,109.05
ORD01587,,N/A,77.95
ORD01588,2024-11-14,Delivered,188.44
ORD01589,2025-06-07,Delivered,92.12
ORD01590,,N/A,52.72
ORD01591,2025-01-13,Delivered,43.44
ORD01592,2024-09-11,Delivered,176.61
ORD01593,,N/A,150.3
ORD01594,2024-06-30,Delivered,81.01
ORD01595,2024-09-28,Delivered,116.79
ORD01596,2025-01-02,Delivered,148.03
ORD01597,2024-12-05,Delivered,100.28
ORD01598,2025-01-30,Delivered,103.1
ORD01599,2024-12-24,Delivered,109.44
ORD01600,2025-04-11,Delivered,113.45
ORD01601,,N/A,24.15
ORD01602,2024-10-27,Delivered,132.87
ORD01603,2024-11-25,Delivered,180.01
ORD01604,2025-03-12,Delivered,115.15
ORD01605,2024-11-12,Delivered,70.24
ORD01606,2025-05-23,Delivered,48.11
ORD01607,,N/A,107.72
ORD01608,,N/A,66.88
ORD01609,,N/A,111.61
ORD01610,2024-09-14,Delivered,50.6
ORD01611,2025-06-12,Delivered,188.69
ORD01612,2024-12-24,Delivered,129.34
ORD01613,2024-12-23,Delivered,93.08
ORD01614,2024-07-25,Delivered,192.24
ORD01615,,N/A,71.59
ORD01616,2024-12-04,Delivered,156.04
ORD01617,2024-08-15,Delivered,41.01
ORD01618,2024-09-17,Delivered,114.32
ORD01619,2025-01-14,Delivered,32.21
ORD01620,2025-04-12,Delivered,153.17
ORD01621,,N/A,149.03
ORD01622,2025-04-22,Delivered,73.25
ORD01623,2024-11-16,Delivered,103.46
ORD01624,2025-06-06,Delivered,98.87
ORD01625,2024-11-14,Delivered,153.35
ORD01626,2024-10-21,Delivered,146.05
ORD01627,2024-09-08,Delivered,181.28
ORD01628,2025-06-11,Delivered,135.6
ORD01629,2025-01-02,Delivered,135.31
ORD01630,2024-10-04,Delivered,38.82
ORD01631,2025-02-11,Delivered,109.19
ORD01632,2025-03-01,Delivered,41.76
ORD01633,,N/A,58.45
ORD01634,,N/A,80.32
ORD01635,2024-08-16,Delivered,81.83
ORD01636,2025-05-26,Delivered,127.49
ORD01637,2024-07-23,Delivered,150.3
ORD01638,2024-12-29,Delivered,105.71
ORD01639,2025-01-14,Delivered,135.55
ORD01640,,N/A,169.84
ORD01641,2025-03-10,Delivered,80.73
ORD01642,2024-10-06,Delivered,24.82
ORD01643,2024-08-05,Delivered,32.82
ORD01644,2025-03-31,Delivered,38.7
ORD01645,2025-04-26,Delivered,38.78
ORD01646,2024-08-28,Delivered,50.98
ORD01647,2025-04-25,Delivered,125.8
ORD01648,2025-05-18,Delivered,134.9
ORD01649,2024-07-23,Delivered,84.33
ORD01650,2025-03-28,Delivered,144.32
ORD01651,2025-01-18,Delivered,29.41
ORD01652,2025-06-10,Delivered,81.55
ORD01653,2024-07-15,Delivered,78.77
ORD01654,2025-06-11,Delivered,109.65
ORD01655,2025-03-30,Delivered,134.24
ORD01656,2025-01-06,Delivered,97.59
ORD01657,,N/A,48.08
ORD01658,2025-06-07,Delivered,75.45
ORD01659,,N/A,48.03
ORD01660,2024-12-23,Delivered,58.88
ORD01661,2024-10-15,Delivered,47.8
ORD01662,2025-02-27,Delivered,160.78
ORD01663,2024-11-16,Delivered,53.27
ORD01664,,N/A,29.23
ORD01665,2024-08-19,Delivered,20.64
ORD01666,2024-08-07,Delivered,182.81
ORD01667,2025-04-28,Delivered,27.55
ORD01668,,N/A,49.15
ORD01669,2024-08-01,Delivered,48.15
ORD01670,2025-06-01,Delivered,191.71
ORD01671,2024-08-02,Delivered,150.35
ORD01672,,N/A,112.44
ORD01673,2024-07-13,Delivered,28.48
ORD01674,2025-04-16,Delivered,101.25
ORD01675,2024-10-03,Delivered,99.04
ORD01676,2025-01-07,Delivered,26.04
ORD01677,2024-10-04,Delivered,198.44
ORD01678,2025-02-16,Delivered,152.26
ORD01679,2024-11-30,Delivered,90.15
ORD01680,2024-07-11,Delivered,162.06
ORD01681,2024-06-22,Delivered,87.41
ORD01682,,N/A,20.19
ORD01683,2025-01-20,Delivered,27.5
ORD01684,,N/A,180.85
ORD01685,,N/A,89.89
ORD01686,,N/A,133.11
ORD01687,2024-12-20,Delivered,184.75
ORD01688,2025-06-15,Delivered,65.62
ORD01689,,N/A,140.5
ORD01690,,N/A,42.79
ORD01691,2024-11-23,Delivered,65.01
ORD01692,,N/A,183.25
ORD01693,,N/A,32.99
ORD01694,,N/A,182.99
ORD01695,2024-08-30,Delivered,164.07
ORD01696,2024-12-19,Delivered,25.97
ORD01697,,N/A,122.55
ORD01698,,N/A,108.5
ORD01699,,N/A,154.41
ORD01700,,N/A,73.55
ORD01701,,N/A,190.58
ORD01702,2025-02-25,Delivered,45.88
ORD01703,2024-11-11,Delivered,37.39
ORD01704,2024-10-05,Delivered,41.57
ORD01705,,N/A,193.38
ORD01706,,N/A,103.92
ORD01707,,N/A,42.43
ORD01708,2025-05-31,Delivered,105.1
ORD01709,,N/A,162.68
ORD01710,2024-09-28,Delivered,24.94
ORD01711,2024-12-15,Delivered,97.47
ORD01712,2025-03-25,Delivered,34.51
ORD01713,2024-07-24,Delivered,142.17
ORD01714,2024-08-21,Delivered,68.69
ORD01715,2024-12-20,Delivered,52.31
ORD01716,,N/A,109.15
ORD01717,2024-12-23,Delivered,182.37
ORD01718,,N/A,59.06
ORD01719,2024-12-12,Delivered,187.72
ORD01720,,N/A,102.33
ORD01721,2025-03-03,Delivered,45.81
ORD01722,2024-09-10,Delivered,65.68
ORD01723,,N/A,187.61
ORD01724,2024-07-07,Delivered,184.26
ORD01725,2024-08-17,Delivered,152.1
ORD01726,2024-08-27,Delivered,187.83
ORD01727,,N/A,49.59
ORD01728,,N/A,150.97
ORD01729,,N/A,25.94
ORD01730,2024-12-16,Delivered,159.28
ORD01731,2024-10-13,Delivered,140.18
ORD01732,2025-02-19,Delivered,101.04
ORD01733,,N/A,58.42
ORD01734,2024-12-26,Delivered,157.34
ORD01735,2024-12-25,Delivered,30.32
ORD01736,2025-04-24,Delivered,31.47
ORD01737,2024-08-09,Delivered,25.96
ORD01738,2025-02-17,Delivered,50.98
ORD01739,2024-12-03,Delivered,190.1
ORD01740,2024-07-10,Delivered,60.05
ORD01741,,N/A,186.29
ORD01742,2024-09-11,Delivered,46.63
ORD01743,2025-01-07,Delivered,108.88
ORD01744,2025-01-03,Delivered,68.56
ORD01745,,N/A,163.22
ORD01746,2024-09-11,Delivered,91.56
ORD01747,2025-05-15,Delivered,133.25
ORD01748,2024-10-18,Delivered,70.16
ORD01749,2025-06-11,Delivered,118.8
ORD01750,2024-08-25,Delivered,26.24
ORD01751,2025-04-12,Delivered,186.73
ORD01752,2024-06-19,Delivered,95.26
ORD01753,2024-07-18,Delivered,150.31
ORD01754,2025-01-28,Delivered,78.48
ORD01755,2025-04-18,Delivered,43.36
ORD01756,2025-05-29,Delivered,55.35
ORD01757,2025-04-07,Delivered,30.02
ORD01758,2024-12-24,Delivered,179.83
ORD01759,,N/A,73.61
ORD01760,2025-06-01,Delivered,33.93
ORD01761,2025-01-09,Delivered,130.28
ORD01762,2024-08-10,Delivered,76.14
ORD01763,2024-12-12,Delivered,33.11
ORD01764,,N/A,46.79
ORD01765,,N/A,129.93
ORD01766,,N/A,96.91
ORD01767,2025-06-02,Delivered,67.44
ORD01768,2024-10-30,Delivered,125.66
ORD01769,,N/A,28.01
ORD01770,2024-11-13,Delivered,55.71
ORD01771,,N/A,103.69
ORD01772,2025-05-10,Delivered,50.05
ORD01773,2024-08-28,Delivered,102.51
ORD01774,2024-12-04,Delivered,79.43
ORD01775,,N/A,57.01
ORD01776,2025-02-04,Delivered,160.13
ORD01777,2024-09-27,Delivered,62.78
ORD01778,2024-11-22,Delivered,167.15
ORD01779,2024-07-11,Delivered,91.46
ORD01780,,N/A,68.33
ORD01781,2025-02-18,Delivered,196.79
ORD01782,,N/A,165.53
ORD01783,2025-05-09,Delivered,72.94
ORD01784,,N/A,156.81
ORD01785,2024-09-26,Delivered,177.02
ORD01786,2025-05-19,Delivered,125.33
ORD01787,2024-11-24,Delivered,184.05
ORD01788,2024-07-30,Delivered,155.49
ORD01789,2025-05-17,Delivered,51.67
ORD01790,2024-08-10,Delivered,141.19
ORD01791,2024-07-10,Delivered,128.94
ORD01792,,N/A,156.89
ORD01793,2025-05-24,Delivered,166.56
ORD01794,2024-09-10,Delivered,80.62
ORD01795,2024-11-08,Delivered,82.58
ORD01796,2024-09-30,Delivered,142.68
ORD01797,,N/A,52.14
ORD01798,2024-12-08,Delivered,92.98
ORD01799,2024-09-19,Delivered,189.94
ORD01800,2025-04-30,Delivered,43.53
ORD01801,2024-08-27,Delivered,186.33
ORD01802,2025-01-15,Delivered,118.33
ORD01803,2024-09-27,Delivered,119.35
ORD01804,2024-08-16,Delivered,162.32
ORD01805,,N/A,106.11
ORD01806,2024-12-04,Delivered,35.59
ORD01807,2024-10-26,Delivered,87.39
ORD01808,2024-11-23,Delivered,49.12
ORD01809,2025-05-19,Delivered,175.31
ORD01810,2024-07-27,Delivered,171.32
ORD01811,2024-08-31,Delivered,195.83
ORD01812,2024-12-14,Delivered,98.48
ORD01813,2025-04-21,Delivered,109.94
ORD01814,2024-11-22,Delivered,58.93
ORD01815,,N/A,199.47
ORD01816,2024-10-05,Delivered,28.58
ORD01817,2025-03-30,Delivered,151.95
ORD01818,,N/A,164.48
ORD01819,2025-06-06,Delivered,112.02
ORD01820,2025-02-17,Delivered,173.05
ORD01821,2024-08-17,Delivered,83.3
ORD01822,2024-06-16,Delivered,173.34
ORD01823,2025-01-16,Delivered,114.04
ORD01824,2024-08-22,Delivered,136.0
ORD01825,2025-04-05,Delivered,117.58
ORD01826,2024-09-18,Delivered,106.64
ORD01827,2025-05-23,Delivered,95.07
ORD01828,2025-04-08,Delivered,29.15
ORD01829,2025-02-21,Delivered,53.55
ORD01830,,N/A,45.76
ORD01831,2025-01-28,Delivered,22.43
ORD01832,2024-07-10,Delivered,144.55
ORD01833,2025-02-03,Delivered,70.56
ORD01834,,N/A,177.27
ORD01835,2025-01-20,Delivered,120.86
ORD01836,,N/A,62.28
ORD01837,2024-06-24,Delivered,101.47
ORD01838,,N/A,35.66
ORD01839,2024-11-26,Delivered,142.8
ORD01840,,N/A,58.87
ORD01841,2025-04-13,Delivered,71.96
ORD01842,,N/A,168.32
ORD01843,,N/A,109.79
ORD01844,2024-10-13,Delivered,124.18
ORD01845,,N/A,133.55
ORD01846,,N/A,143.34
ORD01847,2025-04-06,Delivered,131.98
ORD01848,2024-09-23,Delivered,66.81
ORD01849,2025-05-19,Delivered,168.18
ORD01850,2024-10-01,Delivered,129.93
ORD01851,2024-10-20,Delivered,189.18
ORD01852,2024-07-02,Delivered,58.57
ORD01853,2024-12-28,Delivered,25.36
ORD01854,2024-06-27,Delivered,51.3
ORD01855,2025-03-13,Delivered,35.39
ORD01856,,N/A,198.58
ORD01857,,N/A,169.22
ORD01858,2025-04-02,Delivered,38.87
ORD01859,2025-04-23,Delivered,185.63
ORD01860,2024-11-28,Delivered,24.58
ORD01861,2025-01-08,Delivered,167.39
ORD01862,,N/A,25.55
ORD01863,2024-10-23,Delivered,121.04
ORD01864,2025-01-26,Delivered,67.3
ORD01865,,N/A,132.49
ORD01866,2025-06-09,Delivered,90.93
ORD01867,,N/A,51.86
ORD01868,,N/A,46.39
ORD01869,2025-06-09,Delivered,159.99
ORD01870,2025-03-28,Delivered,169.23
ORD01871,2025-04-23,Delivered,107.1
ORD01872,2024-12-15,Delivered,44.5
ORD01873,,N/A,107.93
ORD01874,2025-01-20,Delivered,144.11
ORD01875,,N/A,147.96
ORD01876,2025-03-25,Delivered,52.3
ORD01877,2024-10-29,Delivered,38.34
ORD01878,,N/A,76.77
ORD01879,2025-05-24,Delivered,62.86
ORD01880,,N/A,77.62
ORD01881,,N/A,159.89
ORD01882,2024-09-04,Delivered,131.33
ORD01883,,N/A,124.12
ORD01884,2024-09-07,Delivered,122.01
ORD01885,,N/A,183.37
ORD01886,2025-04-08,Delivered,85.07
ORD01887,2024-12-01,Delivered,146.83
ORD01888,2024-10-07,Delivered,80.89
ORD01889,2024-06-23,Delivered,95.97
ORD01890,2025-02-27,Delivered,91.82
ORD01891,,N/A,159.48
ORD01892,2024-08-14,Delivered,169.98
ORD01893,2025-01-10,Delivered,178.17
ORD01894,2024-06-16,Delivered,55.87
ORD01895,2025-05-10,Delivered,96.7
ORD01896,,N/A,149.88
ORD01897,,N/A,190.88
ORD01898,2024-08-26,Delivered,169.03
ORD01899,2025-04-03,Delivered,171.89
ORD01900,2025-03-30,Delivered,91.12
ORD01901,,N/A,74.87
ORD01902,2025-04-28,Delivered,31.83
ORD01903,2025-02-12,Delivered,112.17
ORD01904,2024-06-23,Delivered,184.26
ORD01905,,N/A,44.23
ORD01906,,N/A,20.69
ORD01907,2024-11-12,Delivered,54.8
ORD01908,2024-08-09,Delivered,124.93
ORD01909,2025-03-02,Delivered,116.72
ORD01910,2025-04-20,Delivered,79.33
ORD01911,,N/A,85.69
ORD01912,,N/A,29.76
ORD01913,2024-11-22,Delivered,188.71
ORD01914,,N/A,97.87
ORD01915,2025-04-13,Delivered,81.24
ORD01916,2024-08-09,Delivered,194.59
ORD01917,2025-06-16,Delivered,178.8
ORD01918,2024-11-29,Delivered,136.78
ORD01919,2025-06-06,Delivered,83.94
ORD01920,2025-03-18,Delivered,189.48
ORD01921,,N/A,127.45
ORD01922,2024-07-20,Delivered,125.35
ORD01923,,N/A,93.08
ORD01924,2024-12-01,Delivered,44.82
ORD01925,,N/A,88.08
ORD01926,2025-04-25,Delivered,122.98
ORD01927,2025-04-25,Delivered,143.53
ORD01928,2024-10-15,Delivered,62.21
ORD01929,2025-03-24,Delivered,152.83
ORD01930,2025-04-29,Delivered,179.73
ORD01931,2024-07-07,Delivered,195.29
ORD01932,2025-02-03,Delivered,129.28
ORD01933,2024-09-04,Delivered,47.96
ORD01934,2025-03-16,Delivered,41.54
ORD01935,2025-05-27,Delivered,104.49
ORD01936,,N/A,68.88
ORD01937,2025-03-05,Delivered,46.62
ORD01938,2024-09-08,Delivered,37.78
ORD01939,2024-07-07,Delivered,142.35
ORD01940,2025-06-07,Delivered,194.07
ORD01941,2025-06-09,Delivered,165.82
ORD01942,,N/A,162.91
ORD01943,2025-02-22,Delivered,54.52
ORD01944,2025-04-21,Delivered,36.68
ORD01945,2025-03-06,Delivered,185.02
ORD01946,2025-04-26,Delivered,99.88
ORD01947,,N/A,38.71
ORD01948,,N/A,78.8
ORD01949,2024-08-31,Delivered,139.09
ORD01950,2024-12-17,Delivered,117.28
ORD01951,2024-08-26,Delivered,78.85
ORD01952,,N/A,111.1
ORD01953,2025-03-08,Delivered,62.33
ORD01954,,N/A,105.31
ORD01955,2025-01-26,Delivered,73.72
ORD01956,2025-04-22,Delivered,152.49
ORD01957,2024-11-20,Delivered,35.76
ORD01958,2025-04-08,Delivered,77.21
ORD01959,2024-10-25,Delivered,151.74
ORD01960,2024-07-12,Delivered,199.32
ORD01961,,N/A,31.78
ORD01962,2025-03-09,Delivered,193.35
ORD01963,2025-04-24,Delivered,180.89
ORD01964,2024-11-27,Delivered,61.44
ORD01965,,N/A,165.15
ORD01966,2024-09-28,Delivered,67.01
ORD01967,2025-01-02,Delivered,146.28
ORD01968,2024-07-03,Delivered,175.76
ORD01969,2024-11-02,Delivered,63.76
ORD01970,2025-05-14,Delivered,190.1
ORD01971,2025-02-14,Delivered,78.26
ORD01972,2025-03-31,Delivered,107.26
ORD01973,2024-11-26,Delivered,118.01
ORD01974,2024-08-22,Delivered,144.08
ORD01975,,N/A,46.48
ORD01976,2024-09-12,Delivered,186.15
ORD01977,2025-01-27,Delivered,122.53
ORD01978,,N/A,136.09
ORD01979,,N/A,182.42
ORD01980,2024-08-06,Delivered,81.38
ORD01981,2024-12-16,Delivered,143.79
ORD01982,2025-03-26,Delivered,187.26
ORD01983,2025-01-02,Delivered,82.38
ORD01984,2025-04-05,Delivered,141.37
ORD01985,2025-06-14,Delivered,123.12
ORD01986,2025-03-23,Delivered,156.17
ORD01987,,N/A,139.49
ORD01988,2025-02-24,Delivered,194.93
ORD01989,2025-02-16,Delivered,153.84
ORD01990,2024-06-18,Delivered,189.46
ORD01991,,N/A,127.45
ORD01992,2024-07-14,Delivered,39.22
ORD01993,,N/A,74.44
ORD01994,,N/A,64.79
ORD01995,2025-03-28,Delivered,80.97
ORD01996,2024-07-02,Delivered,59.06
ORD01997,2025-03-08,Delivered,193.94
ORD01998,2025-02-18,Delivered,161.6
ORD01999,2024-11-02,Delivered,103.87
ORD02000,2025-04-24,Delivered,172.77
ORD02001,2025-03-31,Delivered,97.59
ORD02002,2024-08-11,Delivered,168.69
ORD02003,2024-07-20,Delivered,69.09
ORD02004,2024-08-05,Delivered,101.48
ORD02005,2024-07-11,Delivered,107.14
ORD02006,,N/A,140.27
ORD02007,,N/A,144.98
ORD02008,,N/A,62.65
ORD02009,,N/A,104.53
ORD02010,,N/A,42.87
ORD02011,2024-09-09,Delivered,107.1
ORD02012,2024-07-27,Delivered,128.99
ORD02013,2024-09-18,Delivered,193.39
ORD02014,,N/A,164.83
ORD02015,2025-04-17,Delivered,39.44
ORD02016,2025-02-12,Delivered,166.75
ORD02017,2025-05-01,Delivered,174.13
ORD02018,2024-12-13,Delivered,131.92
ORD02019,2024-11-20,Delivered,45.28
ORD02020,,N/A,126.93
ORD02021,2024-08-29,Delivered,197.47
ORD02022,2024-06-13,Delivered,69.11
ORD02023,2025-01-29,Delivered,97.41
ORD02024,,N/A,130.31
ORD02025,2024-07-05,Delivered,130.85
ORD02026,2024-09-07,Delivered,136.08
ORD02027,2024-12-25,Delivered,119.35
ORD02028,,N/A,179.36
ORD02029,,N/A,101.41
ORD02030,,N/A,153.81
ORD02031,,N/A,188.48
ORD02032,,N/A,89.32
ORD02033,2024-12-30,Delivered,108.45
ORD02034,2024-08-13,Delivered,22.57
ORD02035,2025-02-20,Delivered,129.36
ORD02036,,N/A,45.89
ORD02037,2025-06-02,Delivered,82.01
ORD02038,2024-06-15,Delivered,101.55
ORD02039,2024-09-09,Delivered,78.72
ORD02040,2025-04-26,Delivered,66.89
ORD02041,2025-02-17,Delivered,98.2
ORD02042,,N/A,73.09
ORD02043,2024-10-20,Delivered,117.47
ORD02044,,N/A,151.97
ORD02045,,N/A,187.49
ORD02046,2024-07-06,Delivered,60.81
ORD02047,2024-12-09,Delivered,42.63
ORD02048,,N/A,88.15
ORD02049,2025-04-23,Delivered,70.64
ORD02050,2025-05-11,Delivered,95.27
ORD02051,2024-12-13,Delivered,124.74
ORD02052,2025-05-14,Delivered,66.44
ORD02053,2025-06-10,Delivered,188.07
ORD02054,2025-03-06,Delivered,130.97
ORD02055,2024-12-17,Delivered,55.39
ORD02056,,N/A,141.9
ORD02057,2025-04-22,Delivered,59.25
ORD02058,2025-02-12,Delivered,136.34
ORD02059,2025-03-09,Delivered,111.28
ORD02060,2024-10-03,Delivered,53.49
ORD02061,2025-02-23,Delivered,189.3
ORD02062,2025-06-02,Delivered,131.19
ORD02063,2024-11-15,Delivered,107.51
ORD02064,2024-08-09,Delivered,180.93
ORD02065,2024-11-25,Delivered,56.48
ORD02066,2024-12-27,Delivered,116.44
ORD02067,2024-06-18,Delivered,131.17
ORD02068,2025-05-06,Delivered,176.86
ORD02069,,N/A,103.38
ORD02070,,N/A,159.54
ORD02071,2025-05-27,Delivered,64.5
ORD02072,,N/A,85.16
ORD02073,2024-08-22,Delivered,146.65
ORD02074,2025-01-22,Delivered,45.52
ORD02075,,N/A,148.27
ORD02076,2024-11-23,Delivered,60.78
ORD02077,2025-03-31,Delivered,55.31
ORD02078,,N/A,92.94
ORD02079,2025-03-14,Delivered,109.52
ORD02080,2025-02-15,Delivered,103.06
ORD02081,2025-04-22,Delivered,193.71
ORD02082,2025-02-20,Delivered,86.76
ORD02083,2024-10-18,Delivered,193.74
ORD02084,2024-10-13,Delivered,127.45
ORD02085,,N/A,79.91
ORD02086,2024-10-05,Delivered,128.99
ORD02087,2025-04-25,Delivered,165.22
ORD02088,2024-12-20,Delivered,139.79
ORD02089,2025-02-02,Delivered,130.76
ORD02090,2024-12-08,Delivered,160.12
ORD02091,2025-02-06,Delivered,129.24
ORD02092,2025-03-01,Delivered,94.34
ORD02093,,N/A,160.72
ORD02094,2025-01-04,Delivered,129.21
